id,label,sentence
10231,1," Indeed , the slope along an indifference curve is referred to as the marginal rate of substitution , which is the rate at which a person is willing to trade one good for another so that utility will remain the same ."
10232,0, Indifference curves like Um are steeper on the left and flatter on the right .
10233,0, 5265 . A rise in income causes the budget constraint to shift to the right .
10234,0," In graphical terms , the new budget constraint will now be tangent to a higher indifference curve , representing a higher level of utility ."
10235,0," A reduction in income will cause the budget constraint to shift to the left , which will cause it to be tangent to a lower indifference curve , representing a reduced level of utility ."
10236,0, 5268 . The price of haircuts rises to $ 30 .
10237,0, Ogden starts at choice A on the higher opportunity set and the higher indifference curve .
10238,0," After the price of pizza increases , he chooses B on the lower opportunity set and the lower indifference curve ."
10239,0, 5271 . The price of a stock depends on the expected future profits earned by the firm .
10240,1," The concept of a present discounted value ( PDV ) , which is defined as the amount you should be willing to pay in the present for a stream of expected future payments , can be used to calculate appropriate prices for stocks and bonds ."
10241,0," To place a present discounted value on a future payment , think about what amount of money you would need to have in the present to equal a certain amount in the future ."
10242,0, 5274 . The Keynesian cross diagram contains two lines that serve as conceptual guideposts to orient the discussion .
10243,0, The first is a vertical line showing the level of potential GDP .
10244,1," Potential GDP means the same thing here that it means in the AD / AS diagrams : it refers to the quantity of output that the economy can produce with full employment of its labor and physical capital . The second conceptual line on the Keynesian cross diagram is the 45-degree line , which starts at the origin and reaches up and to the right ."
10245,0," 5280 . [ link ] shows an investment function where the level of investment is , for the sake of concreteness , set at the specific level of 500 ."
10246,0," Just as a consumption function shows the relationship between consumption levels and real GDP ( or national income ) , the investment function shows the relationship between investment levels and real GDP ."
10247,0," 5283 . Imports are 0.1 of real GDP in this example , and the level of imports is calculated in the fifth column ."
10248,0," The final column , aggregate expenditures , sums up C + I + G + X – M ."
10249,0, This aggregate expenditure line is illustrated in [ link ] .
10250,0," 5286 . In this situation , the level of aggregate expenditure is too low for GDP to reach its full employment level , and unemployment will occur ."
10251,0, The distance between an output level like E0 that is below potential GDP and the level of potential GDP is called a recessionary gap .
10252,0," Because the equilibrium level of real GDP is so low , firms will not wish to hire the full employment number of workers , and unemployment will be high ."
10253,0, 5289 . The familiar demand and supply diagram holds within it the concept of economic efficiency .
10254,1, One typical way that economists define efficiency is when it is impossible to improve the situation of one party without imposing a cost on another .
10255,0," 5292 . Remember , the demand curve traces consumers ’ willingness to pay for different quantities ."
10256,1," The amount that individuals would have been willing to pay , minus the amount that they actually paid , is called consumer surplus ."
10257,0," Consumer surplus is the area labeled F — that is , the area above the market price and below the demand curve ."
10258,0," Consumer and Producer Surplus The somewhat triangular area labeled by F shows the area of consumer surplus , which shows that the equilibrium price in the market was less than what many of the consumers were willing to pay ."
10259,0," 5295 . First , an inefficient outcome occurs and the total surplus of society is reduced ."
10260,1, The loss in social surplus that occurs when the economy produces at an inefficient quantity is called deadweight loss .
10261,0," In a very real sense , it is like money thrown away that benefits no one ."
10262,0," 5298 . The demand and supply model emphasizes that prices are not set only by demand or only by supply , but by the interaction between the two ."
10263,0," In 1890 , the famous economist Alfred Marshall wrote that asking whether supply or demand determined a price was like arguing “ whether it is the upper or the under blade of a pair of scissors that cuts a piece of paper . ”"
10264,0, The answer is that both blades of the demand and supply scissors are always involved .
10265,1," 4319 . In many cases , a business that focuses on one or a few products ( sometimes called its “ core competency ” ) is more successful than firms that try to make a wide range of products ."
10266,0," Third , specialization allows businesses to take advantage of economies of scale , which means that for many goods , as the level of production increases , the average cost of producing each individual unit declines ."
10267,0," For example , if a factory produces only 100 cars per year , each car will be quite expensive to make on average ."
10268,0," 4322 . For the United States , this is the Federal Reserve ."
10269,1," Fiscal policy , which involves government spending and taxes , is determined by a nation ’s legislative body ."
10270,0," For the United States , this is the Congress and the executive branch , which originates the federal budget ."
10271,0, 4325 . Sometimes economists use the term model instead of theory .
10272,0," Strictly speaking , a theory is a more abstract representation , while a model is more applied or empirical representation ."
10273,0, 4328 . There are at least three ways societies have found to organize an economy .
10274,0," The first is the traditional economy , which is the oldest economic system and can be found in parts of Asia , Africa , and South America ."
10275,1," Traditional economies organize their economic affairs the way they have always done ( i.e. , tradition ) ."
10276,0," 4331 . The New York Stock Exchange , shown in [ link ] , is a prime example of market in which buyers and sellers are brought together ."
10277,0," In a market economy , decision - making is decentralized ."
10278,1, Market economies are based on private enterprise : the means of production ( resources and businesses ) are owned and operated by private individuals or groups of private individuals .
10279,1," 4334 . The Rise of GlobalizationRecent decades have seen a trend toward globalization , which is the expanding cultural , political , and economic connections between people around the world ."
10280,0," One measure of this is the increased buying and selling of goods , services , and assets across national borders — in other words , international trade and financial capital flows ."
10281,1, 4337 . Imports are the goods and services that are produced abroad and then sold domestically .
10282,1, The size of total production in an economy is measured by the gross domestic product ( GDP ) .
10283,0," Thus , the ratio of exports divided by GDP measures what share of a country ’s total economic production is sold in other countries ."
10284,0," 4340 . In many cases , it is reasonable to refer to the opportunity cost as the price ."
10285,0," If your cousin buys a new bicycle for $ 300 , then $ 300 measures the amount of “ other consumption ” that he has given up ."
10286,1, 4343 . The general pattern that consumption of the first few units of any good tends to bring a higher level of utility to a person than consumption of later units is a common pattern .
10287,0," Economists refer to this pattern as the law of diminishing marginal utility , which means that as a person receives more of a good , the additional ( or marginal ) utility from each additional unit of the good declines ."
10288,0," Economists refer to this pattern as the law of diminishing marginal utility , which means that as a person receives more of a good , the additional ( or marginal ) utility from each additional unit of the good declines ."
10289,0," In other words , the first slice of pizza brings more satisfaction than the sixth ."
10290,0, The law of diminishing marginal utility explains why people and societies rarely make all - or - nothing choices .
10291,0, 4346 . The opportunity cost would be the healthcare society has to give up .
10292,0," Just as with Alphonso ’s budget constraint , the opportunity cost is shown by the slope of the production possibilities frontier ."
10293,0," By now you might be saying , “ Hey , this PPF is sounding like the budget constraint . ”"
10294,0," If so , read the following Clear It Up feature ."
10295,0," 4349 . In everyday usage , efficiency refers to lack of waste ."
10296,1," An inefficient machine operates at high cost , while an efficient machine operates at lower cost , because it is not wasting energy or materials ."
10297,1," An inefficient organization operates with long delays and high costs , while an efficient organization meets schedules , is focused , and performs within budget ."
10298,0," 4352 . For government , this process often involves trying to identify where additional spending could do the most good and where reductions in spending would do the least harm ."
10299,0," At the individual and firm level , the market economy coordinates a process in which firms seek to produce goods and services in the quantity , quality , and price that people want ."
10300,0," But for both the government and the market economy in the short term , increases in production of one good typically mean offsetting decreases somewhere else in the economy ."
10301,0," 4355 . Fortunately however , the assumption that individuals are purely self - interested is a simplification about human nature ."
10302,0," In fact , we need to look no further than to Adam Smith , the very father of modern economics to find evidence of this ."
10303,0," The opening sentence of his book , The Theory of Moral Sentiments , puts it very clearly : “ How selfish soever man may be supposed , there are evidently some principles in his nature , which interest him in the fortune of others , and render their happiness necessary to him , though he derives nothing from it except the pleasure of seeing it . ”"
10304,0," Clearly , individuals are both self - interested and altruistic ."
10305,1," 4358 . The third theme is economic efficiency , or getting the most benefit from scarce resources ."
10306,0," All choices on the production possibilities frontier show productive efficiency because in such cases , there is no way to increase the quantity of one good without decreasing the quantity of the other ."
10307,0," 4361 . To find answers to these questions , we need to understand the concept of elasticity ."
10308,1, Elasticity is an economics concept that measures responsiveness of one variable to changes in another variable .
10309,0, Suppose you drop two items from a second - floor balcony .
10310,1, 4364 . The price elasticity of demand is the percentage change in the quantity demanded of a good or service divided by the percentage change in the price .
10311,1," The price elasticity of supply is the percentage change in quantity supplied divided by the percentage change in price . Elasticities can be usefully divided into three broad categories : elastic , inelastic , and unitary ."
10312,1," An elastic demand or elastic supply is one in which the elasticity is greater than one , indicating a high responsiveness to changes in price ."
10313,0, 4367 . Elasticities that are less than one indicate low responsiveness to price changes and correspond to inelastic demand or inelastic supply .
10314,1," Unitary elasticities indicate proportional responsiveness of either demand or supply , as summarized in [ link ] ."
10315,1, 4370 . Infinite elasticity or perfect elasticity refers to the extreme case where either the quantity demanded ( Qd ) or supplied ( Qs ) changes by an infinite amount in response to any change in price at all .
10316,0," In both cases , the supply and the demand curve are horizontal as shown in [ link ] ."
10317,1," 4373 . Constant unitary elasticity , in either a supply or demand curve , occurs when a price change of one percent results in a quantity change of one percent ."
10318,0, [ link ] shows a demand curve with constant unit elasticity .
10319,0, 4376 . Income Elasticity of Demand
10320,1, The income elasticity of demand is the percentage change in quantity demanded divided by the percentage change in income .
10321,0, Income elasticity of demand = % change in quantity demanded % change in incomeIncome elasticity of demand = % change in quantity demanded % change in income
10322,1," For most products , most of the time , the income elasticity of demand is positive : that is , a rise in income will cause an increase in the quantity demanded ."
10323,0, This pattern is common enough that these goods are referred to as normal goods .
10324,0, This pattern is common enough that these goods are referred to as normal goods .
10325,0," However , for a few goods , an increase in income means that one might purchase less of the good ; for example , those with a higher income might buy fewer hamburgers , because they are buying more steak instead , or those with a higher income might buy less cheap wine and more imported beer ."
10326,0," 4379 . Elasticity in Labor and Financial Capital MarketsThe concept of elasticity applies to any market , not just markets for goods and services ."
10327,0," In the labor market , for example , the wage elasticity of labor supply — that is , the percentage change in hours worked divided by the percentage change in wages — will determine the shape of the labor supply curve ."
10328,0, Specifically :
10329,0," 4382 . If the firm is successful , the outputs are more valuable than the inputs ."
10330,0," This activity of production goes beyond manufacturing ( i.e. , making things ) ."
10331,0," It includes any process or service that creates value , including transportation , distribution , wholesale and retail sales ."
10332,0, 4385 . Wages that a firm pays its employees or rent that a firm pays for its office are explicit costs .
10333,0," Implicit costs are more subtle , but just as important ."
10334,1, They represent the opportunity cost of using resources already owned by the firm .
10335,0, 4388 . The cost of producing a firm ’s output depends on how much labor and physical capital the firm uses .
10336,0, A list of the costs involved in producing cars will look very different from the costs involved in producing computer software or haircuts or fast - food meals .
10337,1," 4391 . Variable costs , on the other hand , are incurred in the act of producing — the more you produce , the greater the variable cost ."
10338,0," Labor is treated as a variable cost , since producing a greater quantity of a good or service typically requires more workers or more work hours ."
10339,0," 4394 . But as output expands still further , the average cost begins to rise ."
10340,0," At the right side of the average cost curve , total costs begin rising more rapidly as diminishing returns kick in ."
10341,0, Average variable cost obtained when variable cost is divided by quantity of output .
10342,0," For example , the variable cost of producing 80 haircuts is $ 400 , so the average variable cost is $ 400 / 80 , or $ 5 per haircut ."
10343,0, 4397 . Average cost tells a firm whether it can earn profits given the current price in the market .
10344,1," If we divide profit by the quantity of output produced we get average profit , also known as the firm ’s profit margin ."
10345,0, Expanding the equation for profit gives :
10346,0," 4400 . While in the short run firms are limited to operating on a single average cost curve ( corresponding to the level of fixed costs they have chosen ) , in the long run when all costs are variable , they can choose to operate on any average cost curve ."
10347,0," Thus , the long - run average cost ( LRAC ) curve is actually based on a group of short - run average cost ( SRAC ) curves , each of which represents one specific level of fixed costs ."
10348,1," More precisely , the long - run average cost curve will be the least expensive average cost curve for any level of output ."
10349,0," 4403 . Diseconomies of scale can also be present across an entire firm , not just a large factory ."
10350,0," The leviathan effect can hit firms that become too large to run efficiently , across the entirety of the enterprise ."
10351,0," Firms that shrink their operations are often responding to finding itself in the diseconomies region , thus moving back to a lower average cost at a lower output level ."
10352,0, Visit this website to read an article about the complexity of the belief that banks can be “ too - big - to - fail . ”
10353,1, 4406 . What a buyer pays for a unit of the specific good or service is called price .
10354,1, The total number of units purchased at that price is called the quantity demanded .
10355,0, A rise in price of a good or service almost always decreases the quantity demanded of that good or service .
10356,0," 4409 . The quantity demanded is measured in millions of gallons over some time period ( for example , per day or per year ) and over some geographic area ( like a state or a country ) ."
10357,1," A demand curve shows the relationship between price and quantity demanded on a graph like [ link ] , with quantity on the horizontal axis and the price per gallon on the vertical axis ."
10358,0, ( Note that this is an exception to the normal rule in mathematics that the independent variable ( x ) goes on the horizontal axis and the dependent variable ( y ) goes on the vertical .
10359,1, 4412 . Price is what the producer receives for selling one unit of a good or service .
10360,0," A rise in price almost always leads to an increase in the quantity supplied of that good or service , while a fall in price will decrease the quantity supplied ."
10361,0," When the price of gasoline rises , for example , it encourages profit - seeking firms to take several actions : expand exploration for oil reserves ; drill for more oil ; invest in more pipelines and oil tankers to bring the oil to plants where it can be refined into gasoline ; build new oil refineries ; purchase additional pipelines and trucks to ship the gasoline to gas stations ; and open more gas stations or keep existing gas stations open longer hours ."
10362,0," 4415 . Again , price is measured in dollars per gallon of gasoline and quantity supplied is measured in millions of gallons ."
10363,1," A supply curve is a graphic illustration of the relationship between price , shown on the vertical axis , and quantity , shown on the horizontal axis ."
10364,0, The supply schedule and the supply curve are just two different ways of showing the same information .
10365,1," 4418 . The equilibrium price is the only price where the plans of consumers and the plans of producers agree — that is , where the amount of the product consumers want to buy ( quantity demanded ) is equal to the amount producers want to sell ( quantity supplied ) ."
10366,1," The equilibrium price is the only price where the plans of consumers and the plans of producers agree — that is , where the amount of the product consumers want to buy ( quantity demanded ) is equal to the amount producers want to sell ( quantity supplied ) ."
10367,0, This common quantity is called the equilibrium quantity .
10368,0," At any other price , the quantity demanded does not equal the quantity supplied , so the market is not in equilibrium at that price ."
10369,0, 4421 . The previous module explored how price affects the quantity demanded and the quantity supplied .
10370,0, The result was the demand curve and the supply curve .
10371,0," 4424 . For some — luxury cars , vacations in Europe , and fine jewelry — the effect of a rise in income can be especially pronounced ."
10372,1," A product whose demand rises when income rises , and vice versa , is called a normal good ."
10373,0, A few exceptions to this pattern do exist .
10374,0, 4427 . The demand for a product can also be affected by changes in the prices of related goods such as substitutes or complements .
10375,1, A substitute is a good or service that can be used in place of another good or service .
10376,0," As electronic books , like this one , become more available , you would expect to see a decrease in demand for traditional printed books ."
10377,0," 4430 . If other factors relevant to supply do change , then the entire supply curve will shift ."
10378,0," Just as a shift in demand is represented by a change in the quantity demanded at every price , a shift in supply means a change in the quantity supplied at every price ."
10379,0," 4433 . According to the Pew Research Center for People and the Press , more and more people , especially younger people , are getting their news from online and digital sources ."
10380,0," The majority of U.S. adults now own smartphones or tablets , and most of those Americans say they use them in part to get the news ."
10381,1, 4436 . Laws that government enacts to regulate prices are called Price controls .
10382,0, Price controls come in two flavors .
10383,0," 4439 . Markets for labor have demand and supply curves , just like markets for goods ."
10384,0," The law of demand applies in labor markets this way : A higher salary or wage — that is , a higher price in the labor market — leads to a decrease in the quantity of labor demanded by employers , while a lower salary or wage leads to an increase in the quantity of labor demanded ."
10385,0," The law of supply functions in labor markets , too : A higher price for labor leads to a higher quantity of labor supplied ; a lower price leads to a lower quantity supplied ."
10386,0, Equilibrium in the Labor Market
10387,1," 4442 . The demand curve for labor shows the quantity of labor employers wish to hire at any given salary or wage rate , under the ceteris paribus assumption ."
10388,0, A change in the wage or salary will result in a change in the quantity demanded of labor .
10389,0, 4445 . Some was invested in private companies or loaned to government agencies that wanted to borrow money to raise funds for purposes like building roads or mass transit .
10390,0, Some firms reinvested their savings in their own businesses .
10391,0," In this section , we will determine how the demand and supply model links those who wish to supply financial capital ( i.e. , savings ) with those who demand financial capital ( i.e. , borrowing ) ."
10392,0," Those who save money ( or make financial investments , which is the same thing ) , whether individuals or businesses , are on the supply side of the financial market ."
10393,1, 4448 . Participants in financial markets must decide when they prefer to consume goods : now or in the future .
10394,0, Economists call this intertemporal decision making because it involves decisions across time .
10395,0, Economists call this intertemporal decision making because it involves decisions across time .
10396,0," Unlike a decision about what to buy from the grocery store , decisions about investment or saving are made across a period of time , sometimes a long period ."
10397,0, 4451 . A change in any single market is transmitted through these multiple interconnections to other markets .
10398,0, The vision of the role of flexible prices helping markets to reach equilibrium and linking different markets together helps to explain why price controls can be so counterproductive .
10399,1, Price controls are government laws that serve to regulate prices rather than allow the various markets to determine prices .
10400,0," 4454 . If José had unlimited income or goods were free , then he could consume without limit ."
10401,0," But José , like all of us , faces a budget constraint ."
10402,0, José has a total of $ 56 to spend .
10403,0, 4457 . The fourth T - shirt is just to something to wear when all his other clothes are in the wash and yields only 18 additional utils .
10404,1," This is an example of the law of diminishing marginal utility , which holds that the additional utility decreases with each unit added ."
10405,0, 4460 . The general rule can also be expressed as the ratio of the prices of the two goods should be equal to the ratio of the marginal utilities .
10406,1," When the price of good 1 is divided by the price of good 2 , at the utility - maximizing point this will equal the marginal utility of good 1 divided by the marginal utility of good 2 ."
10407,0," This rule , known as the consumer equilibrium , can be written in algebraic form :"
10408,0," This rule , known as the consumer equilibrium , can be written in algebraic form :"
10409,0," 4463 . Conversely , when income falls , the most typical reaction is to purchase less of both goods ."
10410,1," As defined in the chapter on Demand and Supply and again in the chapter on Elasticity , goods and services are called normal goods when a rise in income leads to a rise in the quantity consumed of that good and a fall in income leads to a fall in quantity consumed ."
10411,0," However , depending on Kimberly ’s preferences , a rise in income could cause consumption of one good to increase while consumption of the other good declines ."
10412,0," A choice like P means that a rise in income caused her quantity consumed of overnight stays to decline , while a choice like Q would mean that a rise in income caused her quantity of concerts to decline ."
10413,1, 4466 . The substitution effect occurs when a price changes and consumers have an incentive to consume less of the good with a relatively higher price and more of the good with a relatively lower price .
10414,1," The income effect is that a higher price means , in effect , the buying power of income has been reduced ( even though actual income has not changed ) , which leads to buying less of the good ( when the good is normal ) ."
10415,0," In this example , the higher price for baseball bats would cause Sergei to buy a fewer bats for both reasons ."
10416,0," 4469 . The middle , close - to - vertical portion of the labor supply curve reflects the situation of a person who reacts to a higher wage by supplying about the same quantity of labor ."
10417,1," The very top portion of the labor supply curve is called a backward - bending supply curve for labor , which is the situation of high - wage people who can earn so much that they respond to a still - higher wage by working fewer hours ."
10418,0, Read the following Clear It Up feature for more on the number of hours the average person works each year .
10419,0, 4472 . Yelberton will compare the different choices along the budget constraint and choose the one that provides him with the highest utility .
10420,0," For example , he will compare the utility he would receive from a choice like point A , with consumption of $ 1 million in the present , zero savings , and zero future consumption ; point B , with present consumption of $ 800,000 , savings of $ 200,000 , and future consumption of $ 1,148,000 ; point C , with present consumption of $ 600,000 , savings of $ 400,000 , and future consumption of $ 2,296,000 ; or even choice D , with present consumption of zero , savings of $ 1,000,000 , and future consumption of $ 5,740,000 ."
10421,1, 4475 . We tend to focus more on the loss than the gain .
10422,0," This is known as loss aversion , where a $ 1 loss pains us 2.25 times more than a $ 1 gain helps us , according to the economists Daniel Kahneman and Amos Tversky in a famous 1979 article in the journal Econometrica ."
10423,0," This is known as loss aversion , where a $ 1 loss pains us 2.25 times more than a $ 1 gain helps us , according to the economists Daniel Kahneman and Amos Tversky in a famous 1979 article in the journal Econometrica ."
10424,0," This insight has implications for investing , as people tend to “ overplay ” the stock market by reacting more to losses than to gains ."
10425,1," 4478 . Firms are said to be in perfect competition when the following conditions occur : ( 1 ) many firms produce identical products ; ( 2 ) many buyers are available to buy the product , and many sellers are available to sell the product ; ( 3 ) sellers and buyers have all relevant information to make rational decisions about the product being bought and sold ; and ( 4 ) firms can enter and leave the market without any restrictions — in other words , there is free entry and exit into and out of the market ."
10426,0," 4481 . Total revenue and total costs for the raspberry farm , broken down into fixed and variable costs , are shown in [ link ] and also appear in [ link ] ."
10427,0," The horizontal axis shows the quantity of frozen raspberries produced in packs ; the vertical axis shows both total revenue and total costs , measured in dollars ."
10428,0," 4484 . New firms may start production , as well ."
10429,1, When new firms enter the industry in response to increased industry profits it is called entry .
10430,0, Losses are the black thundercloud that causes businesses to flee .
10431,0," If a business is making losses in the short run , it will either keep limping along or just shut down , depending on whether its revenues are covering its variable costs ."
10432,0," 4487 . Entry and exit to and from the market are the driving forces behind a process that , in the long run , pushes the price down to minimum average total costs so that all firms are earning a zero profit . To understand how short - run profits for a perfectly competitive firm will evaporate in the long run , imagine the following situation ."
10433,0," The market is in long - run equilibrium , where all firms earn zero economic profits producing the output level where P = MR = MC and P = AC ."
10434,0, No firm has the incentive to enter or leave the market .
10435,1," 4490 . For a decreasing cost industry , as the market expands , the old and new firms experience lower costs of production , which makes the new zero - profit level intersect at a lower price than before ."
10436,0," In this case , the industry and all the firms in it are experiencing falling average total costs ."
10437,0," 4493 . In this chapter , we explore the opposite extreme : monopoly . If perfect competition is a market where firms have no market power and they simply respond to the market price , monopoly is a market with no competition at all , and firms have complete market power ."
10438,1," In the case of monopoly , one firm produces all of the output in a market ."
10439,0," Since a monopoly faces no significant competition , it can charge any price it wishes ."
10440,1," 4496 . One is natural monopoly , where the barriers to entry are something other than legal prohibition ."
10441,1," The other is legal monopoly , where laws prohibit ( or severely limit ) competition ."
10442,1," 4499 . A trademark is an identifying symbol or name for a particular good , like Chiquita bananas , Chevrolet cars , or the Nike “ swoosh ” that appears on shoes and athletic gear ."
10443,0, Roughly 1.9 million trademarks are registered with the U.S. government .
10444,1," 4502 . Taken together , this combination of patents , trademarks , copyrights , and trade secret law is called intellectual property , because it implies ownership over an idea , concept , or image , not a physical piece of property like a house or a car ."
10445,0," Countries around the world have enacted laws to protect intellectual property , although the time periods and exact provisions of such laws vary across countries ."
10446,0," 4505 . Profits for the monopolist , like any firm , will be equal to total revenues minus total costs ."
10447,0," The pattern of costs for the monopoly can be analyzed within the same framework as the costs of a perfectly competitive firm — that is , by using total cost , fixed cost , variable cost , marginal cost , average cost , and average variable cost ."
10448,0," However , because a monopoly faces no competition , its situation and its decision process will differ from that of a perfectly competitive firm ."
10449,1," 4508 . [ link ] repeats the marginal cost and marginal revenue data from [ link ] , and adds two more columns : Marginal profit is the profitability of each additional unit sold ."
10450,0, It is defined as marginal revenue minus marginal cost .
10451,0," 4511 . What about the vast majority of real world firms and organizations that fall between these extremes , firms that could be described as imperfectly competitive ?"
10452,0, What determines their behavior ?
10453,1," 4514 . Monopolistic competition involves many firms competing against each other , but selling products that are distinctive in some way ."
10454,0, Examples include stores that sell different styles of clothing ; restaurants or grocery stores that sell different kinds of food ; and even products like golf balls or beer that may be at least somewhat similar but differ in public perception because of advertising and brand names .
10455,1, 4517 . A monopolistically competitive firm perceives a demand for its goods that is an intermediate case between monopoly and competition .
10456,0," [ link ] offers a reminder that the demand curve as faced by a perfectly competitive firm is perfectly elastic or flat , because the perfectly competitive firm can sell any quantity it wishes at the prevailing market price ."
10457,0," In contrast , the demand curve , as faced by a monopolist , is the market demand curve , since a monopolist is the only firm in the market , and hence is downward sloping ."
10458,0," 4520 . As long as the firm is earning positive economic profits , new competitors will continue to enter the market , reducing the original firm ’s demand and marginal revenue curves ."
10459,0," The long - run equilibrium is shown in the figure at point Y , where the firm ’s perceived demand curve touches the average cost curve ."
10460,0, 4523 . The long - term result of entry and exit in a perfectly competitive market is that all firms end up selling at the price level determined by the lowest point on the average cost curve .
10461,0, This outcome is why perfect competition displays productive efficiency : goods are being produced at the lowest possible average cost .
10462,0," However , in monopolistic competition , the end result of entry and exit is that firms end up with a price that lies on the downward - sloping portion of the average cost curve , not at the very bottom of the AC curve ."
10463,0," 4526 . Similarly , a natural monopoly will arise when the quantity demanded in a market is only large enough for a single firm to operate at the minimum of the long - run average cost curve ."
10464,0," In such a setting , the market has room for only one firm , because no smaller firm can operate at a low enough average cost to compete , and no larger firm could sell what it produced given the quantity demanded in the market ."
10465,1," 4529 . When firms act together in this way to reduce output and keep prices high , it is called collusion ."
10466,1, A group of firms that have a formal agreement to collude to produce the monopoly output and sell at the monopoly price is called a cartel .
10467,0, See the following Clear It Up feature for a more in - depth analysis of the difference between the two .
10468,1," 4532 . Because of the complexity of oligopoly , which is the result of mutual interdependence among firms , there is no single , generally - accepted theory of how oligopolies behave , in the same way that we have theories for all the other market structures ."
10469,1," Instead , economists use game theory , a branch of mathematics that analyzes situations in which players must make decisions and then receive payoffs based on what other players decide to do ."
10470,0," Game theory has found widespread applications in the social sciences , as well as in business , law , and military strategy ."
10471,0," 4535 . The result of this prisoner ’s dilemma is often that even though A and B could make the highest combined profits by cooperating in producing a lower level of output and acting like a monopolist , the two firms may well end up in a situation where they each increase output and earn only $ 400 each in profits ."
10472,0, The following Clear It Up feature discusses one cartel scandal in particular .
10473,0," 4538 . If one firm cuts its price to $ 300 , it will be able to sell only 11,000 seats ."
10474,0," However , if the airline seeks to raise prices , the other oligopolists will not raise their prices , and so the firm that raised prices will lose a considerable share of sales ."
10475,1, 4541 . A corporate merger occurs when two formerly separate firms combine to become a single firm .
10476,1," When one firm purchases another , it is called an acquisition ."
10477,0," An acquisition may not look just like a merger , since the newly purchased firm may continue to be operated under its former company name ."
10478,0," 4544 . In an early demonstration of the law ’s power , the U.S. Supreme Court in 1911 upheld the government ’s right to break up Standard Oil , which had controlled about 90 % of the country ’s oil refining , into 34 independent firms , including Exxon , Mobil , Amoco , and Chevron ."
10479,1," In 1914 , the Clayton Antitrust Act outlawed mergers and acquisitions ( where the outcome would be to “ substantially lessen competition ” in an industry ) , price discrimination ( where different customers are charged different prices for the same product ) , and tied sales ( where purchase of one product commits the buyer to purchase some other product ) ."
10480,1," In 1914 , the Clayton Antitrust Act outlawed mergers and acquisitions ( where the outcome would be to “ substantially lessen competition ” in an industry ) , price discrimination ( where different customers are charged different prices for the same product ) , and tied sales ( where purchase of one product commits the buyer to purchase some other product ) ."
10481,0," Also in 1914 , the Federal Trade Commission ( FTC ) was created to define more specifically what competition was unfair ."
10482,1," 4547 . An early tool was the concentration ratio , which measures what share of the total sales in the industry are accounted for by the largest firms , typically the top four to eight firms ."
10483,0," For an explanation of how high market concentrations can create inefficiencies in an economy , refer to Monopoly . Say that the market for replacing broken automobile windshields in a certain city has 18 firms with the market shares shown in [ link ] , where the market share is each firm ’s proportion of total sales in that market ."
10484,0," The four - firm concentration ratio is calculated by adding the market shares of the four largest firms : in this case , 16 + 10 + 8 + 6 = 40 ."
10485,0," 4550 . However , in the total market for all computer software and services , including everything from games to scientific programs , the Microsoft share was only about 14 % in 2014 ."
10486,1," A narrowly defined market will tend to make concentration appear higher , while a broadly defined market will tend to make it appear smaller . There are two especially important shifts affecting how markets are defined in recent decades : one centers on technology and the other centers on globalization ."
10487,0," In addition , these two shifts are interconnected ."
10488,1," 4553 . Antitrust law includes rules against restrictive practices — practices that do not involve outright agreements to raise price or to reduce the quantity produced , but that might have the effect of reducing competition ."
10489,0," Antitrust cases involving restrictive practices are often controversial , because they delve into specific contracts or agreements between firms that are allowed in some cases but not in others ."
10490,1," For example , if a product manufacturer is selling to a group of dealers who then sell to the general public it is illegal for the manufacturer to demand a minimum resale price maintenance agreement , which would require the dealers to sell for at least a certain minimum price ."
10491,0, A minimum price contract is illegal because it would restrict competition among dealers .
10492,0," 4556 . Even if a customer was interested in a portable TV , the tying to a particular model prevents the customer from having the option of selecting one from the numerous types available in the market ."
10493,1," A related , but not identical , concept is called bundling , where two or more products are sold as one ."
10494,0, Bundling typically offers an advantage for the consumer by allowing them to acquire multiple products or services for a better price .
10495,0," 4559 . A natural monopoly poses a difficult challenge for competition policy , because the structure of costs and demand seems to make competition unlikely or costly ."
10496,1, A natural monopoly arises when average costs are declining over the range of production that satisfies market demand .
10497,0, This typically happens when fixed costs are large relative to variable costs .
10498,1," 4562 . They calculated the average cost of production for the water or electricity companies , added in an amount for the normal rate of profit the firm should expect to earn , and set the price for consumers accordingly ."
10499,0, This method was known as cost - plus regulation .
10500,0, This method was known as cost - plus regulation .
10501,1," 4565 . One difficulty with government price regulation is what economists call regulatory capture , in which the firms supposedly being regulated end up playing a large role in setting the regulations that they will follow ."
10502,0," When the airline industry was being regulated , for example , it suggested appointees to the regulatory board , sent lobbyists to argue with the board , provided most of the information on which the board made decisions , and offered well - paid jobs to at least some of the people leaving the board ."
10503,0," 4568 . Private markets , such as the cell phone industry , offer an efficient way to put buyers and sellers together and determine what goods are produced , how they are produced , and who gets them ."
10504,0, The principle that voluntary exchange benefits both buyers and sellers is a fundamental building block of the economic way of thinking .
10505,1," 4571 . Because externalities that occur in market transactions affect other parties beyond those involved , they are sometimes called spillovers ."
10506,0, Externalities can be negative or positive .
10507,0," If you hate country music , then having it waft into your house every night would be a negative externality ."
10508,0," If you love country music , then what amounts to a series of free concerts would be a positive externality ."
10509,0," 4574 . In a market with no anti - pollution restrictions , firms can dispose of certain wastes absolutely free ."
